ITEM   	 LEN_S 	
outmatched	   -  	
outmoding	   -  	
outnumber	   3	
outnumbers	   -  	
outpaced	   -  	
outpacing	   -  	
outperform	   -  	
outplay	   -  	
outplayed	   -  	
outplaying	   -  	
outrace	   -  	
outraced	   -  	
outran	   -  	
outrange	   -  	
outrank	   -  	
outranked	   -  	
outranks	   -  	
outride	   -  	
outrun	   2	
outrunning	   -  	
outruns	   -  	
outsail	   -  	
outscored	   -  	
outscoring	   -  	
outseam	   -  	
outsell	   -  	
outsells	   -  	
outshine	   -  	
outshines	   -  	
outshining	   -  	
outshone	   2	
outshoot	   -  	
outsmart	   -  	
outsmarted	   -  	
outsmarts	   -  	
outsmell	   -  	
outsmoked	   -  	
outsource	   -  	
outsourced	   -  	
outspend	   -  	
outstare	   -  	
outstay	   -  	
outstayed	   -  	
outstays	   -  	
outstrip	   2	
outstrips	   -  	
outtalk	   -  	
outtalks	   -  	
outthink	   -  	
outvoted	   -  	
outweigh	   2	
outweighed	   2	
outweighs	   2	
outwitted	   3	
outwitting	   3	
outworked	   -  	
ovated	   -  	
overact	   -  	
overate	   -  	
overawe	   -  	
overbid	   -  	
overbill	   -  	
overburden	   -  	
overburnt	   -  	
overcame	   3	
overclose	   -  	
overcomes	   3	
overcook	   -  	
overcrowd	   -  	
overdid	   3	
overdo	   3	
overdoes	   -  	
overdoing	   4	
overdosing	   -  	
overdress	   -  	
overdrink	   -  	
overdub	   -  	
overdubbed	   -  	
overeat	   -  	
overeats	   -  	
overexpose	   -  	
overextend	   -  	
overfeed	   -  	
overfill	   -  	
overfilled	   -  	
overflowed	   3	
overhalf	   -  	
overhauled	   3	
overhear	   3	
overhears	   -  	
overhung	   3	
overlaid	   3	
overlapped	   3	
overlaps	   3	
overlaying	   -  	
overlook	   3	
overlooks	   3	
overlying	   -  	
overmatch	   -  	
overpay	   -  	
overpaying	   -  	
overpays	   -  	
overplay	   -  	
overplayed	   -  	
overpower	   4	
overpowers	   -  	
overpraise	   -  	
overprice	   -  	
overran	   -  	
overrate	   3	
overreach	   -  	
overridden	   -  	
overrode	   3	
overrule	   3	
overruled	   3	
overrules	   -  	
overruling	   -  	
oversalt	   -  	
oversee	   3	
overseeing	   4	
overseen	   3	
oversees	   -  	
oversell	   -  	
oversew	   -  	
overshadow	   4	
overshoot	   3	
overshot	   3	
oversleep	   -  	
oversold	   -  	
overspend	   -  	
overspent	   -  	
overstand	   -  	
overstate	   3	
overstated	   4	
overstates	   -  	
overstay	   -  	
overstayed	   -  	
overstep	   3	
oversteps	   -  	
overstress	   -  	
overstuff	   -  	
overtake	   3	
overtaken	   4	
overtakes	   -  	
overtax	   -  	
overthink	   -  	
overthrew	   -  	
overthrown	   3	
overtill	   -  	
overtip	   -  	
overtired	   -  	
overtook	   3	
overtrain	   -  	
overturn	   3	
overturns	   -  	
overusing	   -  	
overwet	   -  	
overwhelm	   3	
overworks	   -  	
overwrite	   -  	
overwrites	   -  	
ovulated	   -  	
owed	   1	
ower	   -  	
owes	   1	
owns	   1	
oxblood	   -  	
oxidises	   -  	
oxidizes	   -  	
oxidizing	   -  	
oxygenate	   -  	
oxygenized	   -  	
oyes	   -  	
oyez	   -  	
paced	   1	
pacify	   3	
pacifying	   4	
pacing	   2	
padlocked	   -  	
paled	   1	
pales	   1	
palled	   1	
palliating	   -  	
palling	   -  	
palming	   -  	
palpate	   -  	
palpated	   -  	
palpitates	   -  	
palsied	   -  	
pamper	   2	
pampers	   -  	
pander	   2	
pandered	   2	
pank	   -  	
panned	   -  	
papain	   -  	
papered	   2	
parachuted	   -  	
paraded	   3	
parading	   3	
paralleled	   3	
paralyse	   3	
paralyses	   -  	
paralyze	   -  	
paralyzes	   -  	
parate	   -  	
parboil	   -  	
parceled	   -  	
parcelled	   -  	
parch	   -  	
pardoned	   2	
pare	   1	
pared	   1	
parented	   -  	
pares	   -  	
parl	   -  	
parlayed	   -  	
parleyed	   -  	
parleying	   -  	
parred	   -  	
parried	   2	
parries	   -  	
parroting	   -  	
parrying	   -  	
parse	   -  	
parsing	   -  	
partaken	   -  	
partakes	   -  	
partnered	   2	
partnering	   3	
pase	   -  	
pasted	   2	
pastored	   -  	
patenting	   -  	
patronise	   -  	
patronised	   -  	
patronize	   3	
patted	   2	
pattering	   3	
paused	   1	
pave	   1	
paves	   -  	
pawed	   1	
pawpaw	   -  	
pays	   1	
peached	   -  	
peaking	   -  	
pecked	   1	
pedaled	   -  	
pedaling	   -  	
pedalled	   2	
peddled	   2	
peed	   -  	
peeked	   1	
peeped	   1	
peered	   1	
peering	   2	
peeving	   -  	
pegged	   1	
pegging	   2	
pelted	   2	
pelter	   -  	
pelting	   2	
penalised	   -  	
penalize	   -  	
penalizes	   -  	
penalizing	   -  	
penciled	   -  	
pencilled	   2	
pencilling	   -  	
penetrate	   3	
penetrated	   4	
pennied	   -  	
penning	   -  	
pensioned	   -  	
peopled	   2	
pepped	   -  	
peppering	   -  	
perceive	   2	
perceives	   2	
perching	   -  	
percolate	   3	
percolated	   -  	
perfecting	   3	
perfects	   2	
perform	   2	
performed	   2	
performs	   2	
perfuse	   -  	
perfusing	   -  	
perish	   2	
perished	   2	
perishes	   -  	
perishing	   3	
perjure	   -  	
perjures	   -  	
perjuring	   -  	
perked	   -  	
perking	   -  	
permeate	   3	
permeated	   4	
permeates	   3	
permeating	   -  	
permitting	   3	
permute	   -  	
peroxided	   -  	
perpetrate	   3	
perpetuate	   4	
persecutes	   -  	
persevere	   3	
persevered	   3	
perseveres	   -  	
persist	   2	
persisted	   3	
persisting	   3	
persists	   2	
personify	   -  	
perspired	   -  	
perspires	   -  	
perspiring	   4	
persuade	   2	
persuaded	   3	
persuades	   2	
pertained	   -  	
pertains	   -  	
perturb	   -  	
perturbing	   -  	
perused	   -  	
peruses	   -  	
perusing	   -  	
pervade	   2	
pervaded	   3	
pervades	   2	
perverting	   -  	
pester	   2	
pestered	   2	
pesters	   -  	
petered	   -  	
petitioned	   3	
petrifies	   -  	
petrify	   -  	
pettling	   -  	
philander	   -  	
philosophe	   -  	
phoned	   1	
phonied	   -  	
phoning	   2	
photoed	   -  	
phrased	   1	
picketed	   3	
picketing	   3	
piddled	   -  	
pieced	   1	
piecing	   2	
piffling	   -  	
pigged	   -  	
piled	   1	
pilfer	   -  	
pillages	   -  	
pilled	   -  	
pilotage	   -  	
piloted	   -  	
pimped	   -  	
pined	   1	
pinged	   1	
pinked	   -  	
pinpointed	   3	
pintsize	   -  	
pioneered	   3	
piped	   1	
pipping	   -  	
piques	   -  	
piquing	   -  	
pirouetted	   -  	
pishes	   -  	
pishposh	   -  	
pisses	   -  	
pithing	   -  	
piute	   -  	
placate	   2	
placed	   1	
plagiarize	   -  	
plaguing	   -  	
planed	   1	
planished	   -  	
planishes	   -  	
planked	   -  	
plasticise	   -  	
plateaued	   -  	
plead	   1	
pleaded	   2	
pleads	   1	
pleases	   2	
pleasured	   -  	
plies	   1	
plinking	   -  	
plod	   1	
plods	   -  	
plonked	   1	
plonking	   2	
plopped	   1	
plops	   -  	
plucks	   -  	
plumbed	   1	
plummet	   2	
plummeted	   -  	
plummets	   -  	
plumped	   1	
plundered	   2	
plundering	   3	
plunged	   1	
plungers	   -  	
plunked	   -  	
plunks	   -  	
pluperfect	   -  	
plur	   -  	
pluralise	   -  	
plying	   2	
poach	   1	
poaches	   -  	
pocketed	   3	
pocketing	   3	
poetesses	   -  	
polarised	   -  	
polarize	   -  	
polarizes	   -  	
poleaxed	   -  	
policed	   2	
polices	   -  	
politicize	   -  	
politick	   -  	
politicked	   -  	
polled	   1	
pollinate	   -  	
pollinated	   -  	
pollinates	   -  	
pollute	   2	
pollutes	   2	
ponder	   2	
pondered	   2	
pondering	   3	
ponders	   2	
pongs	   -  	
ponied	   -  	
pontiffs	   -  	
pooed	   -  	
pooled	   1	
pooping	   -  	
popularize	   -  	
populating	   -  	
pored	   -  	
poring	   -  	
portaging	   -  	
portend	   2	
portends	   -  	
porting	   -  	
portioned	   -  	
portray	   2	
portrayed	   2	
portraying	   3	
portrays	   2	
posit	   2	
posited	   3	
posits	   2	
possess	   2	
possesses	   3	
possessing	   3	
postdate	   -  	
postdated	   -  	
postdates	   -  	
postpone	   2	
postpones	   -  	
postulate	   3	
postulates	   3	
postured	   -  	
potentiate	   -  	
potholing	   -  	
potting	   2	
pouff	   -  	
pounced	   1	
pounces	   -  	
pours	   1	
pouted	   2	
powdering	   3	
powering	   3	
praised	   1	
pranced	   1	
pranged	   -  	
pranked	   -  	
pranking	   -  	
prating	   -  	
prattles	   -  	
prayed	   1	
preach	   1	
preached	   1	
preaches	   2	
prearrange	   -  	
precede	   2	
preceded	   3	
precedes	   2	
preceeding	   -  	
preclude	   2	
precluded	   3	
precludes	   2	
precluding	   -  	
precut	   -  	
predate	   -  	
predates	   -  	
predating	   -  	
predecease	   -  	
predicate	   3	
predicated	   4	
predict	   2	
predicts	   2	
predigests	   -  	
predilect	   -  	
predispose	   -  	
preempt	   -  	
preempted	   -  	
preempting	   -  	
preen	   1	
preening	   2	
preens	   -  	
prefaced	   2	
prefer	   2	
preferring	   3	
prefers	   2	
preheat	   -  	
preheating	   -  	
prejudge	   -  	
prejudged	   -  	
premiered	   -  	
premiering	   -  	
premised	   2	
preoccupy	   4	
preordered	   -  	
prepare	   2	
prepares	   2	
prepay	   -  	
preplanned	   -  	
preprogram	   -  	
presage	   2	
presages	   3	
prescribe	   2	
prescribes	   2	
presell	   -  	
presented	   3	
presenting	   3	
presets	   -  	
preside	   2	
presided	   3	
presides	   2	
presold	   -  	
pressuring	   -  	
pressurize	   -  	
presume	   2	
presumes	   2	
presuppose	   3	
pret	   -  	
pretends	   2	
prettied	   -  	
prettying	   -  	
prevail	   2	
prevailed	   2	
prevails	   2	
prevent	   2	
prevented	   3	
preventing	   3	
prevents	   2	
previewed	   -  	
previewing	   -  	
prewarn	   -  	
preyed	   1	
pricked	   1	
prided	   -  	
primed	   1	
primp	   -  	
primping	   -  	
primps	   -  	
prioritise	   -  	
prioritize	   -  	
prise	   -  	
privatize	   -  	
probated	   -  	
probed	   1	
proceed	   2	
proceeded	   3	
proclaim	   2	
proclaims	   2	
proctoring	   -  	
procure	   2	
procured	   2	
procuring	   3	
prodded	   2	
produced	   2	
profaned	   -  	
profanes	   -  	
profaning	   -  	
profess	   2	
professes	   3	
professing	   3	
proffer	   2	
proffered	   2	
profited	   3	
profiting	   3	
programing	   -  	
progressed	   2	
progresses	   3	
prohibit	   3	
prohibits	   3	
proline	   -  	
prolong	   2	
prolonging	   3	
prolongs	   -  	
promiss	   -  	
promote	   2	
promotes	   2	
prompted	   2	
promulgate	   -  	
pronate	   -  	
pronating	   -  	
pronged	   -  	
pronging	   -  	
pronounce	   2	
pronounces	   3	
proofed	   1	
propagate	   3	
propagated	   4	
propagates	   -  	
propel	   2	
propelled	   2	
propelling	   3	
propertied	   3	
prophesies	   -  	
prophesy	   3	
propose	   2	
proposes	   3	
propound	   2	
propped	   1	
propping	   2	
prorate	   -  	
prorogued	   -  	
proscribe	   -  	
prosecting	   -  	
prosecute	   3	
prosecuted	   4	
prosecutes	   -  	
proselyted	   -  	
prospected	   -  	
prosper	   2	
prospered	   2	
prospering	   3	
prospers	   -  	
prostrated	   3	
prote	   -  	
protect	   2	
protects	   2	
protested	   3	
protrude	   2	
protrudes	   2	
provender	   -  	
provide	   2	
provides	   2	
provoked	   2	
provokes	   2	
prowled	   1	
prowls	   -  	
pshaw	   -  	
psyching	   -  	
publicise	   -  	
publicize	   3	
publish	   2	
publishes	   3	
puddled	   -  	
pulping	   -  	
pulsated	   -  	
pulverise	   -  	
pulverize	   -  	
pumicing	   -  	
pummel	   -  	
pummeled	   -  	
pummelled	   -  	
pummelling	   -  	
punctate	   -  	
punctuate	   -  	
punish	   2	
punishes	   3	
punted	   -  	
pupate	   -  	
purifies	   -  	
purify	   3	
purled	   -  	
purporting	   3	
purports	   2	
purposed	   -  	
purred	   1	
pursed	   1	
pursue	   2	
pursues	   2	
purveying	   -  	
pushed	   1	
puting	   -  	
putrefy	   -  	
puts	   1	
putted	   -  	
puttered	   -  	
puttering	   -  	
quacked	   -  	
quadrupled	   3	
quadruples	   -  	
quag	   -  	
qualifies	   3	
qualify	   3	
quantified	   3	
quantify	   3	
quarrelled	   2	
quartered	   2	
quashed	   1	
queered	   -  	
queering	   -  	
quell	   1	
quelled	   1	
quelling	   2	
quells	   -  	
quench	   -  	
quenched	   1	
quenches	   -  	
quenching	   -  	
queried	   2	
querying	   -  	
queued	   1	
quibbled	   -  	
quicken	   2	
quickens	   2	
quieted	   3	
quieten	   3	
quietens	   -  	
quieting	   -  	
quipped	   1	
quire	   -  	
quiting	   -  	
quitted	   -  	
quivered	   2	
quizzed	   1	
quizzing	   -  	
rabbet	   -  	
rabbiting	   3	
racked	   1	
radiates	   3	
radicalize	   -  	
radioed	   3	
radioing	   -  	
raffled	   -  	
raffling	   -  	
rafted	   -  	
raged	   1	
raided	   2	
railed	   1	
railroaded	   -  	
rained	   1	
rallied	   2	
rambled	   2	
rambles	   2	
rammed	   1	
ramming	   2	
ramose	   -  	
ramped	   -  	
ramping	   -  	
ramrodding	   -  	
ran	   1	
ranched	   -  	
randomise	   -  	
randomises	   -  	
rang	   1	
ranged	   1	
rankled	   -  	
rankles	   -  	
ransomed	   -  	
ransoming	   -  	
ranted	   2	
rapped	   1	
rappelled	   -  	
rarified	   -  	
raring	   -  	
rasps	   -  	
rassled	   -  	
rassling	   -  	
ratcheting	   -  	
ratified	   3	
ratifies	   -  	
ratify	   3	
ratifying	   -  	
ratting	   -  	
ravaging	   3	
raved	   1	
ravels	   -  	
ravish	   -  	
rawhiding	   -  	
raze	   -  	
razed	   1	
razzed	   -  	
reabsorbed	   -  	
reached	   1	
reacquire	   -  	
reacquired	   -  	
react	   2	
reacted	   3	
reacting	   3	
reacts	   2	
readdicted	   -  	
readdress	   -  	
readied	   2	
readjusted	   4	
readmitted	   -  	
reaffirm	   3	
reaffirmed	   3	
reaffirms	   -  	
reaffix	   -  	
realign	   -  	
realigned	   -  	
realigning	   -  	
realigns	   -  	
realise	   -  	
realised	   -  	
realises	   -  	
realising	   -  	
realize	   2	
realizes	   3	
reamed	   -  	
reanimate	   -  	
reap	   1	
reappear	   3	
reappeared	   3	
reappears	   3	
reappraise	   -  	
reaps	   1	
reared	   1	
rearguing	   -  	
rearmed	   -  	
rearms	   -  	
rearrange	   3	
rearranged	   3	
rearranges	   -  	
reassemble	   -  	
reassert	   -  	
reasserts	   -  	
reassess	   -  	
reassessed	   -  	
reassume	   -  	
reassuming	   -  	
reassure	   3	
reassures	   3	
reattach	   -  	
reave	   -  	
reawaken	   -  	
reawakened	   -  	
reawakens	   -  	
rebalanced	   -  	
rebandage	   -  	
rebooted	   -  	
rebooting	   -  	
rebounded	   3	
rebuffed	   2	
rebuffs	   -  	
rebuilds	   -  	
rebuked	   2	
reburied	   -  	
rebury	   -  	
reburying	   -  	
rebused	   -  	
rebute	   -  	
rebutted	   -  	
recalled	   2	
recalling	   3	
recalls	   2	
recant	   2	
recanted	   -  	
recanting	   -  	
recapping	   -  	
recaps	   -  	
recaptured	   3	
recarpet	   -  	
recasting	   -  	
recatalog	   -  	
recede	   2	
receded	   3	
recedes	   2	
receive	   2	
receives	   2	
recharged	   2	
rechecked	   -  	
rechecking	   -  	
rechecks	   -  	
rechristen	   -  	
recite	   2	
recited	   3	
recites	   -  	
reciting	   3	
recking	   -  	
reckon	   2	
reckoned	   2	
reckons	   2	
reclaim	   2	
reclaiming	   3	
reclaims	   -  	
recline	   2	
reclines	   -  	
reclothe	   -  	
recognise	   -  	
recognises	   -  	
recognize	   3	
recognizes	   4	
recoiled	   2	
recoils	   -  	
recollect	   3	
recollects	   -  	
recombine	   -  	
recombined	   -  	
recommence	   -  	
recommend	   3	
recommends	   3	
recommit	   -  	
recomposed	   -  	
reconceive	   -  	
reconcile	   3	
reconciles	   -  	
reconfirm	   -  	
reconquer	   -  	
reconsider	   4	
recontact	   -  	
reconvene	   -  	
reconvened	   -  	
reconvenes	   -  	
recook	   -  	
recooked	   -  	
recounted	   3	
recounting	   3	
recoup	   2	
recouping	   -  	
recover	   3	
recovering	   4	
recovers	   3	
recreate	   3	
recreated	   4	
recreates	   3	
recreating	   4	
recrossed	   -  	
recrossing	   -  	
rectified	   3	
rectify	   3	
rectifying	   4	
recur	   2	
recurs	   2	
recused	   -  	
recusing	   -  	
recycle	   3	
recycles	   -  	
redate	   -  	
redbaiting	   -  	
redden	   -  	
reddens	   -  	
redeem	   2	
redeemed	   2	
redeems	   -  	
redefine	   -  	
redefined	   -  	
redefines	   -  	
redefining	   -  	
redeploy	   -  	
redeployed	   3	
redevelop	   -  	
rediscover	   -  	
redleg	   -  	
redlined	   -  	
redlines	   -  	
redlining	   -  	
redock	   -  	
redouble	   3	
redraft	   -  	
redrafted	   -  	
redraw	   -  	
redrawing	   -  	
redrawn	   -  	
redream	   -  	
redressed	   2	
redressing	   3	
redrew	   -  	
reduce	   2	
reduces	   3	
reeding	   -  	
reedit	   -  	
reeducated	   -  	
reefed	   -  	
reeked	   1	
reelected	   -  	
reeled	   1	
reeling	   2	
reembarked	   -  	
reemerge	   -  	
reemerging	   -  	
reenacting	   -  	
reengaging	   -  	
reenlarged	   -  	
reenter	   -  	
reentered	   -  	
reeving	   -  	
reexamine	   -  	
reexamined	   -  	
refaced	   -  	
refer	   -  	
refered	   -  	
referring	   -  	
refers	   -  	
reffed	   -  	
reffing	   -  	
refight	   -  	
refiled	   -  	
refilled	   2	
refilling	   3	
refilter	   -  	
refinance	   -  	
refine	   2	
refinished	   -  	
refitted	   -  	
reflect	   2	
reflecting	   3	
reflects	   2	
refloated	   -  	
refolded	   -  	
reforge	   -  	
refract	   -  	
refracted	   3	
refracting	   -  	
refracts	   -  	
refrained	   2	
refraining	   3	
reframe	   -  	
reframed	   -  	
reframes	   -  	
reframing	   -  	
refreeze	   -  	
refuel	   2	
refunded	   3	
refunding	   -  	
refurbish	   3	
refurnish	   -  	
refused	   2	
refuses	   3	
refusing	   3	
refute	   2	
refuted	   3	
refutes	   -  	
refuting	   -  	
regain	   2	
regained	   2	
regaining	   3	
regains	   2	
regale	   -  	
regaled	   -  	
regaling	   -  	
regear	   -  	
regift	   -  	
regiven	   -  	
reglaze	   -  	
reglazed	   -  	
reglove	   -  	
regress	   2	
regretted	   3	
regrew	   -  	
regrouped	   2	
regrow	   -  	
regrowing	   -  	
regularize	   -  	
regulate	   3	
regulates	   -  	
rehabbed	   -  	
rehabbing	   -  	
rehashed	   -  	
rehearse	   2	
rehearses	   -  	
reheats	   -  	
rehire	   -  	
rehiring	   -  	
rehung	   -  	
reigned	   1	
reignite	   -  	
reigns	   1	
reimagine	   -  	
reimburses	   -  	
reimpose	   -  	
reined	   1	
reinflate	   -  	
reinforce	   3	
reinforces	   4	
reining	   -  	
reinitiate	   -  	
reinject	   -  	
reinjures	   -  	
reinsert	   -  	
reinserted	   -  	
reinstall	   -  	
reinstate	   3	
reinstates	   -  	
reinsure	   -  	
reinvent	   -  	
reinvented	   -  	
reinvents	   -  	
reinvested	   -  	
reinvolved	   -  	
reissued	   -  	
reissues	   -  	
reiterate	   4	
reiterated	   5	
rejecting	   3	
rejig	   -  	
rejigger	   -  	
rejoice	   2	
rejoiced	   2	
rejoices	   3	
rejoin	   2	
rejoined	   2	
rejoining	   3	
rejoins	   -  	
rekindle	   3	
rekindles	   -  	
relabel	   -  	
relabeling	   -  	
relapsed	   2	
relapsing	   -  	
relate	   2	
relates	   2	
relating	   3	
relax	   2	
relaxes	   3	
relayed	   2	
relaying	   3	
relearn	   -  	
relearning	   -  	
releasing	   3	
relegating	   -  	
relented	   3	
relents	   -  	
relevent	   -  	
relied	   -  	
relies	   -  	
relieve	   2	
reliever	   -  	
relieves	   2	
relined	   -  	
relining	   -  	
relinquish	   3	
relished	   2	
relishing	   3	
relive	   2	
relived	   2	
relives	   -  	
reliving	   3	
relocate	   3	
relocates	   -  	
relume	   -  	
rely	   -  	
relying	   -  	
remade	   2	
remain	   2	
remained	   2	
remaking	   -  	
remanded	   3	
remanding	   -  	
remapping	   -  	
remarked	   2	
remarking	   3	
remarries	   -  	
remarry	   3	
remarrying	   -  	
remastered	   -  	
remedied	   3	
remedying	   4	
remelt	   -  	
remembers	   3	
remind	   2	
reminded	   3	
reminding	   3	
reminisce	   3	
reminisced	   3	
reminisces	   -  	
remitted	   3	
remitting	   -  	
remodulate	   -  	
remold	   -  	
remortgage	   -  	
remoulded	   -  	
remount	   -  	
removing	   3	
rename	   -  	
renamed	   2	
render	   2	
rendered	   2	
renders	   2	
rending	   2	
rends	   -  	
renege	   2	
reneged	   -  	
reneging	   -  	
renew	   2	
renewing	   3	
renews	   -  	
renounce	   2	
renounced	   2	
renounces	   -  	
renovate	   3	
reoffering	   -  	
reopen	   3	
reopened	   3	
reopens	   -  	
reordered	   -  	
reordering	   -  	
reorders	   -  	
reorganise	   -  	
reorganize	   4	
reoriented	   -  	
repack	   -  	
repackage	   -  	
repackaged	   -  	
repacked	   -  	
repacking	   -  	
repaid	   2	
repainted	   3	
repaneling	   -  	
repaper	   -  	
repatriate	   -  	
repaved	   -  	
repay	   2	
repaying	   3	
repays	   -  	
repealed	   2	
