ITEM   	  CELEX  	 BF_TK 	 BF_TP 	 LEN_L 	   N   	
scammed	   0.00	1487.82	 180.83	   7	   1	
scandalize	   0.00	 121.95	  36.44	  10	   0	
scrutinize	   0.73	 118.34	  34.78	  10	   0	
scull	   0.00	1814.14	  18.75	   5	   1	
sculpt	   0.00	 203.35	  13.20	   6	   0	
seek	  43.52	2402.24	  25.67	   4	  10	
segregate	   0.45	 330.14	  51.25	   9	   0	
seize	   9.61	 470.91	  16.50	   5	   1	
sew	   2.51	1746.97	   6.50	   3	  13	
sha	   0.00	2076.79	   1.50	   3	   5	
shall	 228.32	1347.16	  38.50	   5	   6	
shalt	   1.84	 962.38	  35.50	   5	   3	
shear	   0.73	3314.32	  38.00	   5	   5	
sheathe	   0.00	 462.91	  43.83	   7	   1	
shelve	   0.56	 508.68	  29.00	   6	   0	
shure	   0.00	1717.49	  30.50	   5	   3	
sightseer	   0.00	 148.42	  33.25	   9	   0	
signify	   3.02	 423.02	  39.50	   7	   1	
simplify	   2.68	 268.51	  53.00	   8	   0	
simulate	   2.51	 235.36	  46.43	   8	   0	
sing	  24.19	1565.82	  32.33	   4	  13	
situate	   0.34	 459.26	  37.50	   7	   0	
skew	   0.00	 331.06	   6.67	   4	   3	
skimp	   0.34	 104.27	  12.75	   5	   0	
skulk	   0.00	1295.26	   7.00	   5	   1	
slimmed	   0.00	1457.13	 182.17	   7	   3	
snead	   0.00	 640.74	  22.25	   5	   3	
soar	   1.62	1652.94	  24.67	   4	   8	
soave	   0.00	 646.03	  27.50	   5	   5	
socialize	   0.00	 369.48	  45.00	   9	   0	
sodomize	   0.00	 131.45	  21.86	   8	   0	
solicit	   0.61	 475.58	  36.50	   7	   0	
solve	  23.74	 528.66	  27.50	   5	   1	
soothe	   3.13	 434.50	  35.20	   6	   0	
spake	   0.61	 445.41	  26.25	   5	   9	
spay	   0.00	 445.29	   9.33	   4	   7	
specialize	   2.01	 129.45	  33.67	  10	   0	
specify	   2.91	 313.93	  29.67	   7	   0	
speculate	   5.14	 233.40	  51.88	   9	   0	
speechify	   0.00	 244.70	  32.88	   9	   0	
spurn	   0.00	 395.24	  22.25	   5	   2	
stabilize	   1.28	 224.38	  49.00	   9	   0	
stanch	   0.00	 858.97	  55.20	   6	   3	
starve	   6.65	 741.71	  48.80	   6	   0	
sterilize	   1.56	 290.03	  61.38	   9	   0	
stimulate	   7.93	 259.13	  53.50	   9	   0	
stipulate	   0.00	 222.66	  51.25	   9	   1	
strafe	   0.00	 600.32	  38.60	   6	   1	
strategize	   0.00	 100.85	  31.33	  10	   0	
strew	   0.56	1162.57	  36.00	   5	   3	
strive	   4.02	 870.41	  51.20	   6	   5	
subdivide	   0.00	 172.15	  28.38	   9	   0	
subjugate	   0.45	 221.86	  41.75	   9	   0	
subsidize	   1.23	 261.55	  34.25	   9	   0	
suffocate	   0.73	 305.94	  43.88	   9	   0	
summarize	   2.07	 343.39	  58.88	   9	   0	
sup	   0.95	 131.04	   4.00	   3	   9	
supersede	   0.56	 298.02	  48.50	   9	   0	
supervise	   2.79	 382.04	  59.63	   9	   0	
symbolize	   1.96	 120.79	  35.38	   9	   0	
sympathize	   1.23	 159.82	  22.78	  10	   0	
syncopate	   0.00	 175.68	  37.75	   9	   0	
synthesize	   0.56	 202.18	  34.78	  10	   1	
tabulate	   0.00	 231.97	  45.86	   8	   0	
tantalize	   0.00	 300.06	  55.75	   9	   0	
teach	  50.34	2609.44	  53.50	   5	   5	
teem	   0.00	3056.90	  24.00	   4	   8	
teethe	   0.00	 328.72	  26.20	   6	   1	
televise	   0.00	 345.00	  44.14	   8	   0	
temporize	   0.00	 353.88	  58.38	   9	   0	
tempt	   2.96	 207.62	  20.00	   5	   3	
tend	  65.81	1643.76	  22.00	   4	   8	
terminate	   1.90	 420.58	  68.75	   9	   1	
terrify	   0.84	 671.92	  60.00	   7	   0	
terrorize	   0.56	 390.48	  66.75	   9	   0	
testify	   4.92	 853.54	  80.17	   7	   1	
thank	 101.34	3786.78	  34.00	   5	   2	
theorize	   0.39	 386.22	  50.57	   8	   0	
thew	   0.00	13569.53	  12.33	   4	   7	
thrive	   5.75	 783.73	  38.20	   6	   1	
thwart	   1.12	 697.84	  26.00	   6	   0	
titillate	   0.00	 243.27	  50.13	   9	   0	
togethers	   0.00	 475.14	  51.50	   9	   0	
tolerate	   9.27	 643.75	  77.14	   8	   0	
toughed	   0.00	2087.21	 205.00	   7	   5	
transpire	   0.50	 237.21	  35.13	   9	   0	
traumatize	   0.00	 441.41	  88.33	  10	   0	
trounce	   0.00	 952.80	  53.50	   7	   0	
typify	   0.34	  53.51	  13.20	   6	   0	
unbalance	   0.34	 293.56	  53.38	   9	   0	
uncover	   1.56	 913.12	  78.50	   7	   0	
underbid	   0.00	 278.31	  46.71	   8	   0	
undercut	   1.84	 273.78	  47.00	   8	   0	
undergo	   5.59	 323.85	  32.00	   7	   0	
underline	   2.85	 794.96	 165.63	   9	   1	
undermine	   6.70	 750.13	 151.75	   9	   1	
underpay	   0.00	 278.26	  47.14	   8	   2	
underplay	   0.00	 229.45	  51.00	   9	   0	
underrate	   0.84	 385.04	  85.50	   9	   0	
underscore	   0.56	 482.65	  54.33	  10	   0	
undersell	   0.00	 273.51	  59.38	   9	   0	
understand	 201.84	 601.65	  58.33	  10	   0	
understate	   0.00	 587.49	  68.00	  10	   0	
undertake	  10.34	 373.17	  61.00	   9	   0	
underwrite	   0.45	 558.15	  75.00	  10	   0	
unify	   0.50	 465.48	  10.25	   5	   1	
unionize	   0.00	 175.87	  38.57	   8	   0	
unravel	   1.23	 254.80	  33.00	   7	   0	
unscramble	   0.00	 348.59	  60.00	  10	   0	
unsettle	   0.56	 405.30	  49.57	   8	   0	
unshackle	   0.00	 177.29	  38.13	   9	   0	
untangle	   0.34	 411.23	  52.71	   8	   0	
urinate	   1.45	 452.94	  54.00	   7	   0	
vacillate	   0.00	 242.93	  51.38	   9	   0	
validate	   0.73	 365.91	  51.71	   8	   0	
vandalize	   0.00	 218.53	  52.00	   9	   0	
vaporize	   0.00	 349.21	  46.86	   8	   0	
veer	   1.17	3085.00	  24.67	   4	   6	
venerate	   0.39	 526.57	  76.14	   8	   1	
ventilate	   0.00	 358.34	  63.88	   9	   0	
verbalize	   0.34	 225.41	  48.63	   9	   0	
verboten	   0.00	 484.54	  64.14	   8	   0	
verify	   1.45	 449.62	  37.40	   6	   0	
vex	   0.00	  64.81	   1.50	   3	   3	
victimize	   0.00	 152.57	  33.25	   9	   0	
vilify	   0.00	 299.16	  29.20	   6	   0	
vindicate	   0.00	 294.56	  55.13	   9	   0	
visualize	   2.63	 240.21	  51.13	   9	   0	
vocalize	   0.00	 198.49	  51.14	   8	   0	
waive	   0.56	 687.91	  31.50	   5	   1	
warn	  11.40	1356.22	  36.67	   4	  14	
wean	   1.34	4237.06	  32.33	   4	   8	
wed	   3.30	 354.47	   6.00	   3	  11	
wend	   0.00	3421.99	  22.00	   4	  11	
whet	   0.00	5947.43	   9.67	   4	   4	
wield	   2.29	1809.67	  19.50	   5	   2	
wilt	  45.20	4537.71	  27.00	   4	  11	
winterize	   0.00	 475.67	  77.25	   9	   0	
wised	   0.00	 887.20	  69.25	   5	   3	
womanize	   0.00	 336.51	  44.29	   8	   0	
wrack	   0.45	1080.26	  42.75	   5	   4	
wreak	   0.95	1189.82	  29.50	   5	   4	
wrest	   0.84	1574.65	  28.25	   5	   2	
write	 126.87	1333.31	  38.50	   5	   4	
yack	   0.00	1730.62	  25.00	   4	  11	
yearn	   1.34	1909.58	  41.75	   5	   2	
						
