ITEM   	 BF_TP 	 LEN_L 	   N   	
fans	  33.67	   4	  13	
fantasies	  98.50	   9	   0	
fantasy	  48.17	   7	   0	
faraway	  58.17	   7	   1	
farce	  35.75	   5	   1	
fare	  39.33	   4	  17	
fares	  94.00	   5	  13	
farm	  29.67	   4	   6	
farmhouses	  59.00	  10	   0	
farms	  37.75	   5	   5	
farrier	 143.67	   7	   3	
fart	  32.00	   4	  12	
fascism	  45.83	   7	   1	
fastener	  96.29	   8	   1	
fasteners	  95.13	   9	   0	
fastenings	  41.11	  10	   0	
fatalist	  89.00	   8	   1	
fate	  23.67	   4	  14	
fates	  91.75	   5	  13	
fath	  19.00	   4	   8	
fatherhood	  30.33	  10	   0	
fatherland	  34.67	  10	   0	
fats	  29.67	   4	  14	
fault	  20.25	   5	   1	
faults	  47.20	   6	   2	
faux	   8.67	   4	   1	
fave	  17.00	   4	  15	
favela	  35.80	   6	   0	
favorites	 101.25	   9	   0	
fawn	  15.33	   4	   5	
fax	   5.00	   3	  12	
fealty	  45.00	   6	   0	
fear	  32.00	   4	  11	
fears	  54.25	   5	  12	
feast	  45.50	   5	   3	
feasts	  70.00	   6	   2	
feat	  31.67	   4	  12	
featherbed	  74.11	  10	   0	
feats	  67.25	   5	   7	
federals	  59.29	   8	   0	
fedora	  23.80	   6	   0	
feds	  12.33	   4	   5	
fee	   7.50	   3	  15	
fees	  30.67	   4	   9	
feet	  23.00	   4	   8	
feint	  37.25	   5	   2	
feist	  23.75	   5	   2	
fellowship	  22.44	  10	   0	
fells	  50.00	   5	  10	
felonies	 116.14	   8	   0	
felony	  31.80	   6	   1	
felts	  51.50	   5	   6	
feminists	  43.63	   9	   0	
femme	  15.25	   5	   0	
fen	   8.50	   3	  18	
fence	  28.75	   5	   2	
fent	  21.67	   4	  16	
fer	   4.00	   3	  12	
feria	  20.50	   5	   0	
fermium	  41.00	   7	   0	
fern	  16.67	   4	   1	
ferns	  35.50	   5	   2	
ferryboat	  25.13	   9	   0	
ferryboats	  37.00	  10	   0	
ferryman	  35.86	   8	   0	
fest	  21.67	   4	  15	
festival	  61.29	   8	   0	
festivals	  52.38	   9	   0	
fests	  51.00	   5	   9	
fete	  17.33	   4	   1	
fetishist	  52.25	   9	   1	
fetishists	  37.22	  10	   0	
fetuses	 115.33	   7	   0	
feud	   6.33	   4	   2	
feuds	  25.50	   5	   1	
fiance	  37.60	   6	   0	
fiancee	  35.83	   7	   0	
fiasco	  23.00	   6	   0	
fiberglass	  33.89	  10	   0	
fibrosis	  20.57	   8	   0	
fibula	  16.20	   6	   0	
fiddler	 125.17	   7	   1	
fiddlers	  90.14	   8	   0	
fides	  80.25	   5	  11	
fief	  12.67	   4	   1	
field	  20.25	   5	   3	
fields	  30.80	   6	   3	
fiend	  22.00	   5	   1	
fiends	  37.20	   6	   1	
fiesta	  23.20	   6	   1	
fig	   7.00	   3	  15	
fights	  50.60	   6	   6	
figs	  20.33	   4	  10	
figura	  26.80	   6	   1	
figurehead	  17.33	  10	   0	
figurine	 167.14	   8	   1	
figurines	  84.63	   9	   0	
filament	  53.00	   8	   0	
filaments	  48.63	   9	   0	
file	  28.67	   4	  12	
files	  83.50	   5	  11	
filigree	  58.71	   8	   0	
film	  20.00	   4	   3	
filmmaker	  29.00	   9	   0	
filmmakers	  30.89	  10	   0	
films	  29.00	   5	   4	
filth	  31.25	   5	   2	
filtration	 137.56	  10	   0	
fin	   8.50	   3	  18	
finale	  73.20	   6	   1	
finalist	  87.57	   8	   0	
finalists	  46.38	   9	   0	
finances	 104.29	   8	   1	
financier	  52.50	   9	   0	
financiers	  36.56	  10	   0	
financing	 194.50	   9	   0	
finery	  64.60	   6	   1	
fines	  93.00	   5	  15	
fingernail	  23.78	  10	   0	
fingertip	  44.13	   9	   0	
fingertips	  68.67	  10	   0	
finisher	  76.14	   8	   2	
finishers	  61.50	   9	   0	
fink	  30.33	   4	  11	
finks	  52.00	   5	   8	
finn	  22.67	   4	   3	
finns	  45.25	   5	   2	
fins	  34.67	   4	  13	
fir	   4.50	   3	  10	
firearm	  40.50	   7	   1	
firearms	  39.43	   8	   1	
fireball	  36.43	   8	   0	
fireballs	  39.75	   9	   0	
firebrand	  38.50	   9	   0	
firebug	  23.50	   7	   0	
fireflies	  95.63	   9	   0	
firefly	  53.50	   7	   0	
firehouse	  28.00	   9	   0	
fireplace	  36.63	   9	   0	
firepower	  36.00	   9	   0	
fireside	  51.57	   8	   0	
fireweed	 151.71	   8	   0	
firewood	  35.14	   8	   0	
firm	  16.33	   4	   5	
firms	  27.00	   5	   4	
firs	  17.67	   4	   7	
firsts	  56.00	   6	   0	
firth	  29.50	   5	   6	
fish	  20.00	   4	   3	
fisheries	 125.38	   9	   0	
fisherman	  51.63	   9	   1	
fishermen	  53.38	   9	   1	
fishery	  95.00	   7	   1	
fishmonger	  35.78	  10	   0	
fist	  24.33	   4	   6	
fisticuffs	  40.33	  10	   0	
fists	  56.50	   5	   3	
fixation	  83.29	   8	   0	
fizz	   7.67	   4	   1	
fjord	  11.00	   5	   0	
fjords	  24.20	   6	   0	
flag	  17.33	   4	   8	
flageolet	  29.63	   9	   0	
flags	  37.25	   5	   3	
flail	  38.00	   5	   2	
flair	  35.25	   5	   1	
flak	  16.67	   4	   6	
flake	  35.75	   5	   4	
flakes	 126.20	   6	   3	
flame	  36.25	   5	   4	
flamenco	  50.29	   8	   0	
flames	 109.60	   6	   5	
flamingo	  56.86	   8	   0	
flamingos	  34.38	   9	   0	
flan	  20.67	   4	   8	
flange	  50.40	   6	   0	
flank	  44.75	   5	   5	
flanks	  53.00	   6	   4	
flap	  18.67	   4	  10	
flapdoodle	  24.11	  10	   0	
flaps	  46.50	   5	   7	
flare	  51.00	   5	   4	
flares	 122.40	   6	   4	
flash	  42.50	   5	   5	
flask	  37.50	   5	   2	
flasks	  47.40	   6	   1	
flat	  21.67	   4	   9	
flats	  66.75	   5	   6	
flattery	  85.14	   8	   1	
flavorings	  30.44	  10	   0	
flaw	  16.00	   4	   9	
flaws	  34.25	   5	   5	
flea	  12.67	   4	   5	
fleas	  32.75	   5	   2	
fleck	  31.50	   5	   2	
flecks	  39.40	   6	   2	
fleece	  37.40	   6	   0	
fleer	  60.00	   5	   4	
fleet	  34.25	   5	   2	
fleets	  58.40	   6	   0	
flesh	  28.25	   5	   3	
flick	  37.00	   5	   4	
flies	  83.50	   5	   5	
flight	  32.00	   6	   5	
flights	  55.67	   7	   2	
fling	  48.00	   5	   4	
flints	  65.80	   6	   3	
flirtation	 130.56	  10	   0	
floats	  59.20	   6	   0	
flock	  39.25	   5	   5	
flocks	  43.40	   6	   5	
floe	  15.33	   4	   6	
flood	  34.75	   5	   2	
floods	  42.60	   6	   1	
floodwater	  55.89	  10	   0	
floor	  39.00	   5	   2	
floors	  62.60	   6	   2	
flop	  18.33	   4	   7	
flops	  44.25	   5	   5	
flor	  15.33	   4	   4	
florentine	 134.33	  10	   0	
flotation	 110.25	   9	   0	
flotilla	  41.57	   8	   0	
flourishes	  61.00	  10	   1	
flow	  18.33	   4	   8	
flowerpot	  30.25	   9	   0	
flu	   1.50	   3	   1	
flubs	  27.50	   5	   1	
flue	  14.00	   4	   6	
fluff	  24.75	   5	   1	
fluke	  25.25	   5	   2	
flukes	 112.00	   6	   2	
flume	  27.75	   5	   4	
flus	  14.33	   4	   3	
flute	  32.75	   5	   1	
flutes	 125.40	   6	   1	
flux	  13.33	   4	   3	
flycatcher	  24.44	  10	   0	
flypaper	  36.86	   8	   0	
foal	  22.00	   4	   7	
foam	  21.00	   4	   4	
foams	  31.00	   5	   3	
fob	   7.50	   3	  13	
foe	   5.50	   3	  11	
foes	  20.33	   4	   7	
fog	   6.50	   3	  14	
fogs	  22.00	   4	  11	
foil	  16.00	   4	   9	
foist	  26.25	   5	   2	
folds	  35.00	   5	   5	
folk	  22.33	   4	   3	
folks	  42.50	   5	   3	
follicle	  58.43	   8	   0	
follicles	  92.63	   9	   0	
follower	  65.71	   8	   1	
followers	  72.88	   9	   0	
followings	  27.56	  10	   0	
font	  25.33	   4	   4	
fonts	  52.75	   5	   1	
food	  28.33	   4	  10	
foods	  40.75	   5	   7	
fool	  27.00	   4	  10	
foolery	 104.50	   7	   0	
fools	  44.75	   5	   7	
foot	  31.33	   4	  12	
fop	   7.00	   3	  14	
foramen	  60.33	   7	   1	
force	  32.50	   5	   3	
fore	  32.33	   4	  15	
foreboding	 133.33	  10	   0	
forefather	  55.22	  10	   0	
forefinger	  44.78	  10	   0	
foreigner	  58.38	   9	   0	
foreigners	  49.78	  10	   0	
forensics	  64.63	   9	   0	
forerunner	  51.00	  10	   0	
forester	 111.00	   8	   0	
foresters	  89.13	   9	   0	
forestry	  66.00	   8	   0	
foret	  42.25	   5	   0	
forewoman	  40.00	   9	   0	
forfeiture	  29.00	  10	   0	
forgeries	 130.25	   9	   0	
forgery	 105.33	   7	   0	
fork	  24.67	   4	   8	
forks	  48.25	   5	   6	
form	  22.67	   4	  10	
formation	 124.50	   9	   0	
formations	  63.22	  10	   0	
formica	  49.67	   7	   0	
forms	  34.50	   5	   8	
formula	  36.33	   7	   0	
formulas	  37.00	   8	   1	
fortitude	  58.00	   9	   0	
fortresses	  75.44	  10	   0	
forts	  60.25	   5	   8	
forwarder	  52.50	   9	   1	
fostering	 253.00	   9	   1	
fouls	  44.75	   5	   6	
foundation	 132.22	  10	   0	
fowl	  14.00	   4	   7	
fracturing	 143.44	  10	   0	
fragrances	  69.67	  10	   0	
frame	  35.75	   5	   1	
frames	 113.80	   6	   2	
franc	  38.00	   5	   1	
franchisee	  29.11	  10	   1	
franchises	  63.33	  10	   0	
francs	  49.40	   6	   1	
frau	  11.33	   4	   1	
fraud	  27.75	   5	   0	
frauds	  43.60	   6	   0	
fray	  15.00	   4	   3	
freak	  32.00	   5	   3	
freaks	  48.20	   6	   3	
freelancer	  41.00	  10	   0	
freeloader	  30.11	  10	   0	
freemason	  46.50	   9	   0	
freight	  30.33	   7	   0	
fremitus	  44.00	   8	   0	
frenulum	  39.86	   8	   0	
frequency	  43.00	   9	   0	
frere	  33.50	   5	   0	
freres	 109.80	   6	   0	
freshener	  61.00	   9	   1	
fresheners	  53.56	  10	   0	
fridge	  41.80	   6	   2	
friend	  45.80	   6	   0	
friends	  48.17	   7	   0	
fries	  86.75	   5	   6	
frieze	  32.00	   6	   1	
fright	  38.80	   6	   4	
frill	  41.25	   5	   3	
frills	  59.20	   6	   4	
fringe	  52.00	   6	   2	
frist	  38.25	   5	   4	
frock	  36.75	   5	   2	
frocks	  47.60	   6	   2	
frog	   9.67	   4	   3	
frogs	  31.00	   5	   0	
frond	  37.00	   5	   1	
fronds	  47.20	   6	   1	
fronts	  64.80	   6	   2	
frosts	  62.20	   6	   2	
froth	  37.75	   5	   1	
frowns	  45.80	   6	   3	
fruit	  19.50	   5	   0	
fruition	  90.43	   8	   0	
fruits	  55.00	   6	   1	
frump	  21.50	   5	   1	
fudge	  22.25	   5	   3	
fugitive	  64.71	   8	   0	
fugitives	  66.25	   9	   0	
fugue	  11.50	   5	   0	
fume	  15.00	   4	   2	
fumes	  73.75	   5	   2	
fun	   6.00	   3	  13	
fund	  21.00	   4	   4	
fundraiser	  37.00	  10	   0	
funds	  35.75	   5	   1	
funeral	  53.67	   7	   0	
funerals	  57.57	   8	   0	
fungicide	  24.75	   9	   0	
fungicides	  56.44	  10	   0	
funk	  21.00	   4	   7	
funks	  38.75	   5	   5	
funs	  25.33	   4	  14	
fur	   3.00	   3	   7	
furnaces	  92.29	   8	   0	
furniture	  35.13	   9	   0	
furs	  17.67	   4	   4	
fuse	  18.67	   4	   4	
fuselage	  40.29	   8	   0	
fuss	  18.67	   4	   4	
futurist	  70.43	   8	   1	
fuzz	   6.00	   4	   2	
gab	   6.00	   3	  13	
gabardine	 115.88	   9	   0	
gad	   9.00	   3	  17	
gadgetry	  32.57	   8	   0	
gads	  18.67	   4	  10	
gaff	  12.00	   4	   0	
gaffe	   9.75	   5	   0	
gag	   9.50	   3	  18	
gags	  25.33	   4	  13	
gains	  50.75	   5	   5	
gait	  25.00	   4	   4	
gal	   4.50	   3	   8	
galaxies	  96.86	   8	   0	
galaxy	  29.60	   6	   0	
galea	  26.25	   5	   1	
gales	  81.50	   5	  11	
gall	  34.67	   4	  14	
gallantry	  49.00	   9	   1	
galleon	  66.83	   7	   0	
galleons	  49.86	   8	   0	
galleries	 126.50	   9	   0	
gallery	 118.67	   7	   0	
galoshes	 101.86	   8	   0	
gals	  22.00	   4	   8	
gambling	 281.86	   8	   2	
game	  20.67	   4	  13	
gamekeeper	  17.00	  10	   0	
games	  73.00	   5	   6	
gang	  32.00	   4	   9	
gangbuster	  44.78	  10	   0	
gange	  41.00	   5	   3	
ganglia	  42.33	   7	   0	
gangs	  38.25	   5	   5	
gap	   9.00	   3	  16	
gaps	  21.00	   4	  10	
garages	 139.67	   7	   0	
garb	  29.33	   4	   1	
gard	  32.67	   4	   9	
garde	  32.75	   5	   0	
gardener	  91.14	   8	   0	
gardeners	  89.00	   9	   0	
gardenia	  54.71	   8	   0	
gardenias	  57.63	   9	   0	
gardening	 223.75	   9	   1	
garrison	  61.29	   8	   0	
gas	   5.00	   3	   8	
gash	  27.00	   4	  12	
gasoline	 178.86	   8	   0	
gasp	  20.67	   4	   3	
gast	  31.33	   4	  14	
gastritis	  43.13	   9	   0	
gat	  10.00	   3	  21	
gate	  24.67	   4	  13	
gatekeeper	  27.22	  10	   1	
gates	  89.25	   5	  11	
gatherer	  93.00	   8	   1	
gatherers	  80.00	   9	   0	
gatherings	  37.44	  10	   0	
gauge	  24.50	   5	   2	
gaul	  10.00	   4	   4	
gauss	  21.25	   5	   0	
gauze	  14.25	   5	   2	
gays	  15.33	   4	  11	
gaz	   3.50	   3	   7	
gaze	  12.67	   4	  10	
gear	  30.00	   4	  10	
gearboxes	  63.63	   9	   0	
gears	  51.00	   5	  11	
geek	  20.33	   4	   5	
geeks	  36.50	   5	   5	
geese	  30.75	   5	   0	
geist	  20.50	   5	   1	
gel	   3.50	   3	   6	
gelatin	  39.17	   7	   0	
gelatine	 191.43	   8	   0	
gels	  13.67	   4	   4	
gem	   3.50	   3	   7	
gems	  11.00	   4	   4	
gen	   8.00	   3	  16	
genera	  46.60	   6	   0	
general	  57.17	   7	   0	
generale	  65.86	   8	   2	
generals	  61.14	   8	   0	
generics	  68.00	   8	   1	
genes	  79.50	   5	   2	
genetics	  67.29	   8	   0	
genitals	  46.86	   8	   0	
geniuses	  95.71	   8	   0	
genocide	  36.86	   8	   0	
genocides	  73.38	   9	   0	
genotypes	  58.88	   9	   0	
gens	  22.67	   4	  13	
gent	  19.67	   4	  10	
gentleman	  28.38	   9	   1	
gentlemen	  30.13	   9	   1	
gentleness	  56.56	  10	   0	
geordie	  12.67	   7	   0	
germ	  12.33	   4	   1	
germs	  25.50	   5	   1	
gestation	 126.63	   9	   0	
getaway	  27.83	   7	   0	
getaways	  26.71	   8	   0	
ghee	   5.33	   4	   2	
ghost	  23.25	   5	   0	
ghosts	  47.60	   6	   0	
ghoul	  14.75	   5	   0	
ghouls	  34.80	   6	   0	
gibe	   5.67	   4	   1	
gibes	  63.00	   5	   2	
gideon	  29.20	   6	   0	
gift	  10.00	   4	   5	
gifts	  39.25	   5	   2	
gig	   5.00	   3	   9	
gigabyte	  27.29	   8	   0	
gigabytes	  82.50	   9	   0	
gigolo	  16.20	   6	   0	
gigs	  17.67	   4	   8	
gills	  47.50	   5	  10	
gilt	  22.67	   4	   9	
gilts	  49.00	   5	   5	
gin	   6.50	   3	  13	
girl	  11.67	   4	   3	
girls	  31.25	   5	   1	
girth	  24.00	   5	   3	
gish	  17.33	   4	   7	
gist	  21.67	   4	   6	
gitana	  25.80	   6	   0	
gitano	  24.80	   6	   0	
giveaway	  24.29	   8	   0	
giveaways	  18.88	   9	   0	
glace	  36.50	   5	   5	
glade	  31.75	   5	   5	
glades	 118.20	   6	   5	
glance	  45.60	   6	   0	
gland	  37.75	   5	   3	
glands	  48.80	   6	   1	
glare	  44.75	   5	   4	
glass	  35.25	   5	   3	
glaucoma	  23.71	   8	   0	
glaze	  25.25	   5	   4	
gleam	  24.50	   5	   1	
glee	   9.33	   4	   3	
glens	  31.50	   5	   0	
glimpse	  30.83	   7	   0	
glint	  42.25	   5	   1	
glitch	  31.20	   6	   0	
glitz	  23.25	   5	   1	
glob	  11.33	   4	   4	
globe	  22.75	   5	   1	
globes	  90.80	   6	   1	
globs	  27.50	   5	   5	
globulin	  23.57	   8	   0	
globulins	 130.38	   9	   0	
gloom	  29.25	   5	   2	
glop	  14.33	   4	   4	
gloss	  29.50	   5	   4	
glossary	  41.29	   8	   0	
glove	  30.00	   5	   3	
gloves	 102.20	   6	   4	
glow	  14.33	   4	   4	
glue	  10.00	   4	   6	
glues	  71.50	   5	   3	
glut	  12.00	   4	   4	
glutamate	  44.75	   9	   0	
gluttony	  36.43	   8	   0	
glycerol	  28.71	   8	   0	
glycogen	  23.43	   8	   0	
glycoside	  27.75	   9	   0	
gnat	   9.67	   4	   2	
gnats	  43.50	   5	   1	
gnome	  10.25	   5	   0	
gnomes	  85.60	   6	   0	
gnu	   0.00	   3	   0	
goal	  20.00	   4	   4	
goalkeeper	  17.11	  10	   0	
goals	  40.50	   5	   4	
goat	  20.67	   4	   7	
goats	  52.75	   5	   6	
gobbler	 122.00	   7	   2	
gobblers	  82.14	   8	   1	
gobs	  17.00	   4	  10	
goddesses	  79.88	   9	   0	
godfather	  39.88	   9	   0	
godfathers	  31.33	  10	   0	
godmother	  30.38	   9	   0	
godmothers	  28.22	  10	   0	
gods	  17.00	   4	   6	
gold	  21.33	   4	   9	
goldeneye	  40.50	   9	   0	
golds	  32.25	   5	   5	
golf	  19.00	   4	   3	
golfs	  17.50	   5	   1	
gondola	  39.83	   7	   0	
gondolas	  35.29	   8	   0	
gongs	  28.50	   5	   4	
goo	   6.00	   3	  10	
goods	  38.00	   5	   5	
goof	  24.33	   4	   6	
gook	  25.33	   4	   8	
goon	  26.00	   4	   7	
goons	  42.75	   5	   4	
goop	  27.00	   4	   4	
goos	  25.00	   4	   7	
goose	  37.50	   5	   4	
gooseberry	  21.44	  10	   0	
gorge	  33.25	   5	   3	
gorilla	  41.33	   7	   0	
gorillas	  43.29	   8	   0	
gossamer	  45.86	   8	   0	
gossipers	  50.38	   9	   0	
goth	  14.67	   4	   4	
gourd	  26.50	   5	   0	
gourds	  37.60	   6	   0	
gout	  15.67	   4	   7	
gov	   2.00	   3	   5	
governance	  50.89	  10	   0	
governess	  84.13	   9	   0	
government	  52.33	  10	   0	
governor	  42.00	   8	   0	
governors	  67.25	   9	   0	
gown	  14.33	   4	   4	
gowns	  30.25	   5	   2	
goy	   4.50	   3	  11	
grad	  18.33	   4	   8	
gradation	 114.38	   9	   0	
gradations	  60.67	  10	   0	
grade	  43.00	   5	   7	
grades	 131.20	   6	   8	
gradient	  62.57	   8	   0	
grads	  53.50	   5	   6	
graduates	 113.13	   9	   1	
graffiti	  48.00	   8	   0	
graft	  36.50	   5	   3	
grafts	  65.00	   6	   3	
grail	  43.00	   5	   3	
grain	  44.25	   5	   5	
grains	  99.20	   6	   4	
gram	  19.33	   4	   7	
grams	  47.25	   5	   4	
gran	  20.00	   4	   4	
grandbaby	  25.38	   9	   0	
granddaddy	  22.44	  10	   0	
grands	  61.80	   6	   4	
granola	  50.83	   7	   0	
grape	  39.75	   5	   8	
grapes	 122.60	   6	   9	
graph	  37.50	   5	   1	
graphs	  42.80	   6	   1	
gras	  16.33	   4	   5	
grasp	  42.00	   5	   1	
grass	  46.50	   5	   7	
grate	  48.75	   5	   8	
grates	 148.40	   6	   7	
gratitude	  49.25	   9	   0	
grave	  44.25	   5	   9	
graves	 121.80	   6	  10	
gravitas	  32.57	   8	   0	
gravity	  62.50	   7	   0	
grays	  35.50	   5	   6	
grease	  51.00	   6	   2	
greats	  74.00	   6	   2	
greaves	 128.17	   7	   0	
greed	  79.50	   5	   5	
greeks	  48.00	   6	   3	
greenery	 106.57	   8	   0	
greens	  58.60	   6	   1	
grid	  14.67	   4	   5	
gridiron	  44.29	   8	   0	
grids	  49.50	   5	   3	
grief	  38.00	   5	   1	
grievances	  60.22	  10	   0	
grill	  46.75	   5	   3	
grille	  80.80	   6	   1	
grills	  63.40	   6	   4	
grime	  36.25	   5	   3	
grin	  17.33	   4	   6	
grinch	  56.20	   6	   0	
grins	  63.50	   5	   5	
grip	  14.33	   4	   6	
gripe	  36.00	   5	   5	
gripes	 116.60	   6	   3	
grips	  47.75	   5	   5	
grist	  43.75	   5	   1	
grit	  16.67	   4	   6	
grits	  69.50	   5	   5	
gro	   1.00	   3	   3	
groan	  34.75	   5	   2	
groat	  33.50	   5	   3	
groceries	 127.88	   9	   0	
grocery	 108.00	   7	   1	
groff	  33.00	   5	   1	
grog	  12.33	   4	   2	
groin	  35.00	   5	   3	
groins	  92.20	   6	   2	
groom	  38.50	   5	   2	
grooms	  43.80	   6	   1	
groove	  41.60	   6	   1	
grooves	 127.00	   7	   1	
grouch	  44.60	   6	   1	
ground	  42.60	   6	   1	
grounds	  52.00	   7	   0	
group	  34.25	   5	   1	
groups	  41.80	   6	   0	
grouse	  48.60	   6	   1	
grout	  36.75	   5	   2	
grove	  39.25	   5	   5	
groves	 115.20	   6	   5	
growl	  36.75	   5	   3	
growls	  52.60	   6	   0	
growth	  37.80	   6	   0	
growths	  43.33	   7	   0	
grub	   7.33	   4	   1	
grubs	  26.25	   5	   1	
grudge	  33.20	   6	   2	
grum	   8.67	   4	   5	
grumblings	  19.89	  10	   0	
grump	  27.00	   5	   1	
grunge	  39.20	   6	   2	
grunt	  36.75	   5	   3	
grunts	  59.80	   6	   1	
guarantees	  60.67	  10	   1	
guarantor	  43.00	   9	   0	
guarantors	  45.56	  10	   0	
guard	  26.75	   5	   0	
guardian	  40.14	   8	   0	
guardians	  38.25	   9	   0	
guards	  36.60	   6	   0	
guarneri	  61.71	   8	   0	
guck	  22.33	   4	   9	
guerilla	  33.00	   8	   0	
guerillas	  29.50	   9	   0	
guerre	  22.40	   6	   0	
guerrilla	  31.75	   9	   0	
guerrillas	  18.67	  10	   0	
guest	  21.50	   5	   2	
guests	  43.80	   6	   1	
guff	   8.67	   4	   9	
guide	  20.50	   5	   3	
guides	 105.20	   6	   3	
guild	  24.50	   5	   3	
guilds	  32.20	   6	   1	
guile	  31.00	   5	   4	
guiles	 115.40	   6	   3	
guillotine	 111.78	  10	   0	
guilt	  25.25	   5	   4	
guise	  30.00	   5	   2	
guitarist	  67.88	   9	   0	
guitarists	  36.00	  10	   0	
gulf	  12.67	   4	   3	
gulfs	  16.00	   5	   2	
gull	  26.00	   4	  13	
gulls	  48.00	   5	   8	
gum	   5.50	   3	  11	
gums	  15.00	   4	   8	
gun	   7.00	   3	  14	
guncotton	  40.38	   9	   0	
gunfighter	  41.33	  10	   0	
gunfire	  34.67	   7	   0	
gunnery	  95.83	   7	   2	
gunnysack	  13.13	   9	   0	
gunnysacks	   7.56	  10	   0	
gunpowder	  34.50	   9	   0	
gunrunner	  34.63	   9	   0	
guns	  25.00	   4	  10	
gunslinger	  36.33	  10	   0	
gurr	  13.67	   4	   3	
gust	  24.67	   4	   9	
gusts	  55.25	   5	   5	
gut	   7.50	   3	  16	
guts	  23.00	   4	  10	
guttering	 241.13	   9	   2	
guy	   3.50	   3	   6	
guys	   9.33	   4	   5	
guzzlers	  76.14	   8	   0	
gym	   1.00	   3	   2	
gymnastics	  57.22	  10	   0	
gyms	   7.00	   4	   2	
gyp	   0.50	   3	   2	
gyration	  86.71	   8	   0	
gyrations	  55.75	   9	   0	
gyroscope	  11.25	   9	   0	
habeas	  26.20	   6	   0	
habitat	  28.50	   7	   0	
habitats	  67.14	   8	   0	
hackberry	  39.25	   9	   0	
hacks	  46.25	   5	  11	
hafnium	  35.50	   7	   0	
hag	  10.00	   3	  20	
hair	  24.00	   4	   5	
hairs	  36.75	   5	   4	
hake	  21.33	   4	  15	
halibut	  39.67	   7	   0	
hall	  37.67	   4	  17	
halloween	  39.75	   9	   0	
halls	  53.75	   5	   9	
halogen	  52.33	   7	   0	
halves	 111.00	   6	   3	
ham	   8.00	   3	  17	
hamburger	  38.75	   9	   0	
hamburgers	  31.67	  10	   0	
hames	  75.75	   5	   7	
hammerlock	  24.56	  10	   0	
hams	  24.00	   4	   9	
hand	  33.33	   4	   9	
handedness	  46.78	  10	   0	
handicap	  49.00	   8	   0	
handicaps	  38.13	   9	   0	
handicraft	  31.44	  10	   0	
handiwork	  40.00	   9	   0	
handlebar	  28.88	   9	   0	
handlebars	  37.78	  10	   0	
handover	  69.57	   8	   1	
hands	  49.50	   5	   9	
handyman	  42.86	   8	   0	
handymen	  49.00	   8	   1	
hangover	  66.86	   8	   0	
hangovers	  60.13	   9	   0	
hankering	 237.25	   9	   0	
happenings	  31.11	  10	   0	
happiness	  72.25	   9	   0	
harasser	  82.86	   8	   1	
harassers	  74.13	   9	   0	
harassment	  48.44	  10	   0	
harbinger	  60.50	   9	   0	
harbingers	  42.56	  10	   0	
hardcover	  44.63	   9	   0	
hardliner	  70.38	   9	   0	
hardliners	  57.89	  10	   0	
